Order ID,Customer ID,Product ID,Order Date,Year,Month Name,Week No,Fiscal Quarter,Country,State,City,Region,Market,Category,Sub Category,Product Name,Sales,Profit,Quantity,Discount,Shipping Cost,Delivery Date,Delivery Days,Customer Name ,Customer Gender,Customer Age,Segment,Ship Mode,Order Priority,Salesperson,Return Status,Payment Mode
ORD08742,CUST6683,PROD405,09-04-2049,2024,October,42,Q4,India,Karnataka,Bengaluru,South,India,Technology,Technology Sub,SSD,4468,1129.6,8,0.16,160.62,16-04-2049,7,Sanjay Desai,Female,32,Consumer,Standard Class,High,Sandeep Yadav,Not Returned,Debit Card
ORD08743,CUST8463,PROD677,10-04-2049,2024,May,22,Q2,India,Karnataka,Bengaluru,South,India,Technology,Technology Sub,Laptop,4911,1212.54,7,0.07,222.84,12-04-2049,2,Sanjay Dev Arora,Male,21,Consumer,Same Day,Critical,Rohan Mehta,Returned,Credit Card
ORD08744,CUST3279,PROD838,11-04-2049,2024,October,41,Q4,India,West Bengal,Kolkata,West,India,Toys,Toys Sub,Puzzle Set,5626,561.53,2,0.18,368.54,17-04-2049,6,Sanjay Dev Chauhan,Female,51,Consumer,Standard Class,Medium,Pankaj Kumar,Not Returned,UPI
ORD08745,CUST4878,PROD380,12-04-2049,2025,October,40,Q4,India,Gujarat,Ahmedabad,East,India,Technology,Technology Sub,Laptop,4566,1240.14,7,0.09,152.97,18-04-2049,6,Sanjay Dev Jain,Male,50,Home Office,Second Class,High,Rakesh Singh,Not Returned,Credit Card
ORD08746,CUST9134,PROD245,13-04-2049,2024,August,34,Q3,India,Uttar Pradesh,Lucknow,North,India,Furniture,Furniture Sub,Leptop,4151,710.29,4,0.14,231.35,20-04-2049,7,Sanjay Dev Joshi,Male,30,Corporate,Standard Class,High,Rakesh Singh,Not Returned,UPI
ORD08747,CUST7637,PROD356,14-04-2049,2025,August,33,Q3,India,Gujarat,Ahmedabad,South,India,Furniture,Furniture Sub,Office Chair,4838,856.42,4,0.17,292.77,18-04-2049,4,Sanjay Dev Tripathi,Male,59,Corporate,Standard Class,Low,Priya Kapoor,Not Returned,COD
ORD08748,CUST8755,PROD171,15-04-2049,2025,September,40,Q3,India,Gujarat,Ahmedabad,East,India,Beauty,Beauty Sub,Face Wash,3984,461.57,5,0.1,269.17,21-04-2049,6,Sanjay Devi Negi,Female,21,Consumer,Same Day,Medium,Rohan Mehta,Not Returned,Net Banking
ORD08749,CUST9495,PROD982,16-04-2049,2024,December,51,Q4,India,Karnataka,Bengaluru,West,India,Technology,Technology Sub,Mouse,4478,1026.33,4,0.25,276.16,22-04-2049,6,Sanjay Divya Thakur,Male,65,Consumer,Standard Class,High,Amit Sharma,Not Returned,Credit Card
ORD08750,CUST6365,PROD716,17-04-2049,2025,April,17,Q2,India,Maharashtra,Mumbai,North,India,Furniture,Furniture Sub,Leptop,4736,969,7,0.26,285.28,23-04-2049,6,Sanjay Dixit,Female,38,Consumer,Same Day,Medium,Rakesh Singh,Not Returned,Debit Card
ORD08751,CUST6271,PROD671,18-04-2049,2025,February,7,Q1,India,West Bengal,Kolkata,North,India,Technology,Technology Sub,Laptop,6353,1726.46,5,0.14,190.99,20-04-2049,2,Sanjay Dubey,Female,65,Home Office,First Class,Critical,Anjali Gupta,Not Returned,UPI
ORD08752,CUST8419,PROD492,19-04-2049,2024,July,27,Q3,India,West Bengal,Kolkata,East,India,Electronics,Electronics Sub,Speaker,4533,577.22,6,0.04,303.97,23-04-2049,4,Sanjay Gaikwad,Female,30,Consumer,First Class,Low,Pankaj Kumar,Not Returned,Net Banking
ORD08753,CUST8274,PROD773,20-04-2049,2025,June,23,Q2,India,Delhi,New Delhi,East,India,Groceries,Groceries Sub,Dry Fruits,6241,645.64,1,0.02,210.63,23-04-2049,3,Sanjay Goyal,Male,33,Consumer,Same Day,Low,Amit Sharma,Not Returned,UPI
ORD08754,CUST8186,PROD655,21-04-2049,2025,March,12,Q1,India,Uttar Pradesh,Chennai,South,India,Books,Books Sub,Analytics Book,3947,399.26,8,0.17,267.39,26-04-2049,5,Sanjay Gupta,Male,28,Consumer,Standard Class,High,Anjali Gupta,Not Returned,Debit Card
ORD08755,CUST1292,PROD508,22-04-2049,2024,April,17,Q2,India,Maharashtra,Pune,South,India,Technology,Technology Sub,Monitor,6747,1700.79,8,0.07,220.2,26-04-2049,4,Sanjay Ishita Sharma,Female,30,Corporate,Same Day,Critical,Sandeep Yadav,Not Returned,COD
ORD08756,CUST1223,PROD931,23-04-2049,2025,June,26,Q2,India,Uttar Pradesh,Chennai,North,India,Electronics,Electronics Sub,Speaker,6488,808.89,1,0.27,449.3,28-04-2049,5,Sanjay Ishita Shukla,Male,61,Corporate,First Class,High,Sandeep Yadav,Not Returned,UPI
ORD08757,CUST9866,PROD803,24-04-2049,2025,March,12,Q1,India,Delhi,New Delhi,North,India,Technology,Technology Sub,Keyboard,4340,1167.86,6,0.3,214.9,28-04-2049,4,Sanjay Iyer,Male,31,Home Office,First Class,High,Sandeep Yadav,Not Returned,UPI
ORD08758,CUST9723,PROD651,25-04-2049,2024,October,41,Q4,India,Delhi,New Delhi,West,India,Technology,Technology Sub,SSD,5744,1460.25,5,0.22,210.28,02-05-2049,7,Sanjay Jain,Female,20,Consumer,Same Day,Critical,Rakesh Singh,Not Returned,UPI
ORD08759,CUST7498,PROD189,26-04-2049,2025,June,23,Q2,India,Maharashtra,Pune,East,India,Appliances,Appliances Sub,Mixer,4934,499.5,2,0.29,155.14,02-05-2049,6,Sanjay Joshi,Female,39,Corporate,Second Class,Critical,Amit Sharma,Not Returned,COD
ORD08760,CUST2663,PROD416,27-04-2049,2025,October,42,Q4,India,West Bengal,Kolkata,West,India,Groceries,Groceries Sub,Dry Fruits,3502,328.02,1,0.18,248.64,29-04-2049,2,Sanjay Kapoor,Female,42,Home Office,Standard Class,Critical,Vivek Verma,Not Returned,Net Banking
ORD08761,CUST5465,PROD389,28-04-2049,2025,November,45,Q4,India,Uttar Pradesh,Chennai,West,India,Technology,Technology Sub,Laptop,6718,1501.84,5,0.11,454.61,29-04-2049,1,Sanjay Karan Jain,Female,48,Consumer,Second Class,Critical,Rakesh Singh,Not Returned,Debit Card
ORD08762,CUST1393,PROD840,29-04-2049,2025,November,48,Q4,India,Rajasthan,Jaipur,North,India,Technology,Technology Sub,Mouse,6935,1690.68,5,0.21,319.33,06-05-2049,7,Sanjay Kaur Desai,Male,43,Consumer,Second Class,High,Pankaj Kumar,Not Returned,Net Banking
ORD08763,CUST5243,PROD713,30-04-2049,2025,July,28,Q3,India,Gujarat,Ahmedabad,North,India,Toys,Toys Sub,Puzzle Set,5872,483.84,2,0.12,228.07,05-05-2049,5,Sanjay Kaur Jadhav,Female,47,Consumer,Same Day,Critical,Sandeep Yadav,Not Returned,UPI
ORD08764,CUST2749,PROD787,01-05-2049,2025,October,42,Q4,India,Gujarat,Ahmedabad,East,India,Office Supplies,Office Supplies Sub,Notebook,3905,727.41,6,0.04,270.5,06-05-2049,5,Sanjay Kaur Naik,Male,51,Home Office,Second Class,Medium,Rakesh Singh,Not Returned,Credit Card
ORD08765,CUST7971,PROD551,02-05-2049,2025,January,3,Q1,India,Maharashtra,Mumbai,East,India,Technology,Technology Sub,SSD,4089,995.47,2,0.24,231.96,05-05-2049,3,Sanjay Kishore Arora,Male,54,Corporate,First Class,High,Rakesh Singh,Not Returned,Credit Card
ORD08766,CUST5752,PROD972,03-05-2049,2024,July,31,Q3,India,Karnataka,Bengaluru,West,India,Appliances,Appliances Sub,Air Purifier,3941,315.83,7,0.19,238.96,05-05-2049,2,Sanjay Kishore Tripathi,Male,31,Consumer,Second Class,Medium,Priya Kapoor,Not Returned,Credit Card
ORD08767,CUST7008,PROD919,04-05-2049,2024,June,23,Q2,India,Rajasthan,Jaipur,North,India,Groceries,Groceries Sub,Dry Fruits,6531,718.71,6,0.29,485.79,10-05-2049,6,Sanjay Komal Mishra,Male,64,Corporate,Standard Class,Medium,Rakesh Singh,Not Returned,COD
ORD08768,CUST1871,PROD342,05-05-2049,2024,August,33,Q3,India,Uttar Pradesh,Chennai,South,India,Technology,Technology Sub,Keyboard,5965,1406.32,3,0.11,284.4,12-05-2049,7,Sanjay Krishna Dubey,Male,59,Consumer,Second Class,High,Vivek Verma,Not Returned,COD
ORD08769,CUST8817,PROD425,06-05-2049,2025,August,32,Q3,India,Delhi,New Delhi,South,India,Furniture,Furniture Sub,Office Chair,4277,853.42,8,0.12,150.56,12-05-2049,6,Sanjay Krishna Kumar,Female,35,Corporate,Standard Class,Low,Rohan Mehta,Not Returned,Debit Card
ORD08770,CUST8435,PROD768,07-05-2049,2025,August,34,Q3,India,Uttar Pradesh,Chennai,North,India,Appliances,Appliances Sub,Mixer,5596,618.45,5,0.16,233.75,12-05-2049,5,Sanjay Krishna Saxena,Male,32,Consumer,Same Day,Low,Vivek Verma,Not Returned,COD
ORD08771,CUST3002,PROD298,08-05-2049,2025,March,13,Q1,India,Uttar Pradesh,Varanasi,North,India,Technology,Technology Sub,Mouse,4780,1291.43,1,0.24,248.16,15-05-2049,7,Sanjay Kulkarni,Female,40,Consumer,First Class,Critical,Amit Sharma,Not Returned,Credit Card
ORD08772,CUST4082,PROD145,09-05-2049,2025,March,10,Q1,India,Uttar Pradesh,Chennai,South,India,Groceries,Groceries Sub,Dry Fruits,4831,394.38,8,0.15,303.15,15-05-2049,6,Sanjay Kumar Nair,Male,52,Home Office,Second Class,Critical,Anjali Gupta,Not Returned,COD
ORD08773,CUST2292,PROD511,10-05-2049,2024,November,47,Q4,India,Uttar Pradesh,Chennai,East,India,Fashion,Fashion Sub,T-Shirt,5622,662.72,2,0.23,199.56,17-05-2049,7,Sanjay Kumar Singh,Male,37,Consumer,First Class,Medium,Priya Kapoor,Not Returned,Credit Card
ORD08774,CUST8330,PROD981,11-05-2049,2025,May,20,Q2,India,Uttar Pradesh,Varanasi,North,India,Technology,Technology Sub,Laptop,6642,1666.31,4,0.13,526.34,13-05-2049,2,Sanjay Kumar Yadav,Female,20,Corporate,Same Day,Low,Vivek Verma,Returned,UPI
ORD08775,CUST4712,PROD616,12-05-2049,2024,July,28,Q3,India,Karnataka,Bengaluru,South,India,Appliances,Appliances Sub,Mixer,4252,350.63,4,0.06,137.51,16-05-2049,4,Sanjay Lakshmi Kulkarni,Male,33,Consumer,First Class,Low,Rohan Mehta,Not Returned,Debit Card
ORD08776,CUST8349,PROD843,13-05-2049,2024,April,15,Q2,India,Uttar Pradesh,Chennai,North,India,Furniture,Furniture Sub,Smart Phones,6476,1405.3,4,0.27,482.03,18-05-2049,5,Sanjay Lakshmi Shah,Female,41,Consumer,Standard Class,High,Sandeep Yadav,Not Returned,Net Banking
ORD08777,CUST8201,PROD535,14-05-2049,2025,May,18,Q2,India,West Bengal,Kolkata,East,India,Toys,Toys Sub,Puzzle Set,6359,719.84,2,0.27,457.24,19-05-2049,5,Sanjay Lal Iyer,Female,57,Consumer,Second Class,Medium,Anjali Gupta,Not Returned,Debit Card
ORD08778,CUST8273,PROD124,15-05-2049,2024,May,20,Q2,India,Uttar Pradesh,Chennai,South,India,Office Supplies,Office Supplies Sub,Pen Set,3637,577.02,3,0.09,218.6,19-05-2049,4,Sanjay Lal Jadhav,Male,52,Consumer,Same Day,Low,Vivek Verma,Not Returned,Credit Card
ORD08779,CUST9090,PROD635,16-05-2049,2024,June,26,Q2,India,Uttar Pradesh,Chennai,North,India,Office Supplies,Office Supplies Sub,Notebook,4720,777.07,3,0.03,277.18,22-05-2049,6,Sanjay Mahajan,Female,62,Corporate,Same Day,Critical,Vivek Verma,Not Returned,UPI
ORD08780,CUST9218,PROD532,17-05-2049,2024,September,36,Q3,India,Maharashtra,Mumbai,West,India,Books,Books Sub,Analytics Book,4346,480.99,8,0.17,170.53,23-05-2049,6,Sanjay Mahesh Malhotra,Male,42,Consumer,Same Day,High,Priya Kapoor,Not Returned,Debit Card
ORD08781,CUST3182,PROD432,18-05-2049,2025,July,28,Q3,India,Karnataka,Bengaluru,West,India,Office Supplies,Office Supplies Sub,Printer Paper,4839,790.74,4,0.19,179.91,20-05-2049,2,Sanjay Mahesh Reddy,Male,20,Home Office,First Class,Critical,Pankaj Kumar,Not Returned,Credit Card
ORD08782,CUST1413,PROD605,19-05-2049,2025,July,27,Q3,India,Maharashtra,Pune,East,India,Appliances,Appliances Sub,Mixer,6148,663.93,7,0.23,238.09,26-05-2049,7,Sanjay Malhotra,Male,36,Consumer,Second Class,Critical,Anjali Gupta,Not Returned,Net Banking
ORD08783,CUST6020,PROD277,20-05-2049,2025,April,16,Q2,India,Delhi,New Delhi,East,India,Electronics,Electronics Sub,Headphones,6264,712.25,1,0.09,289.24,21-05-2049,1,Sanjay Manish Bansal,Female,59,Consumer,First Class,Critical,Rohan Mehta,Not Returned,Credit Card
ORD08784,CUST9031,PROD470,21-05-2049,2025,September,36,Q3,India,Karnataka,Bengaluru,North,India,Office Supplies,Office Supplies Sub,Printer Paper,5739,979.29,2,0.02,411.06,24-05-2049,3,Sanjay Meera Chauhan,Female,60,Corporate,Same Day,Critical,Sandeep Yadav,Returned,UPI
ORD08785,CUST6162,PROD395,22-05-2049,2025,January,3,Q1,India,Uttar Pradesh,Lucknow,West,India,Furniture,Furniture Sub,Leptop,4477,905.28,4,0.3,331.5,23-05-2049,1,Sanjay Meera Pandey,Female,18,Consumer,Second Class,Medium,Anjali Gupta,Not Returned,Debit Card
ORD08786,CUST3536,PROD341,23-05-2049,2024,June,25,Q2,India,Uttar Pradesh,Chennai,West,India,Furniture,Furniture Sub,Office Chair,6988,1348.79,8,0.19,443.55,30-05-2049,7,Sanjay Meera Reddy,Female,63,Consumer,First Class,Critical,Rohan Mehta,Not Returned,Credit Card
ORD08787,CUST6108,PROD236,24-05-2049,2024,January,2,Q1,India,Delhi,New Delhi,West,India,Furniture,Furniture Sub,Leptop,5238,1033.46,5,0.15,261.65,25-05-2049,1,Sanjay Menon,Female,39,Corporate,Standard Class,Critical,Vivek Verma,Not Returned,Net Banking
ORD08788,CUST3983,PROD566,25-05-2049,2024,September,39,Q3,India,Rajasthan,Jaipur,North,India,Office Supplies,Office Supplies Sub,Notebook,6287,1116.07,7,0.09,226.93,29-05-2049,4,Sanjay Mohan Arora,Female,35,Corporate,Standard Class,Medium,Anjali Gupta,Not Returned,Debit Card
ORD08789,CUST7662,PROD939,26-05-2049,2024,July,28,Q3,India,Uttar Pradesh,Lucknow,East,India,Furniture,Furniture Sub,Smart Phones,5884,1239.18,4,0.27,325.21,01-06-2049,6,Sanjay Mohan Patel,Male,22,Consumer,Standard Class,Medium,Priya Kapoor,Not Returned,Net Banking
ORD08790,CUST9637,PROD489,27-05-2049,2024,November,46,Q4,India,Maharashtra,Mumbai,South,India,Books,Books Sub,Analytics Book,4370,518.02,5,0.29,160.47,02-06-2049,6,Sanjay Mohan Shinde,Male,46,Consumer,Same Day,Medium,Vivek Verma,Not Returned,UPI
ORD08791,CUST6691,PROD183,28-05-2049,2025,June,23,Q2,India,Rajasthan,Jaipur,South,India,Electronics,Electronics Sub,Headphones,4787,617.35,5,0.18,192.75,29-05-2049,1,Sanjay Mohan Thakur,Female,55,Consumer,Standard Class,High,Sandeep Yadav,Not Returned,Credit Card
ORD08792,CUST4226,PROD480,29-05-2049,2024,September,38,Q3,India,Gujarat,Ahmedabad,East,India,Technology,Technology Sub,SSD,4754,1211.24,4,0.13,168.68,04-06-2049,6,Sanjay More,Female,43,Corporate,First Class,Low,Amit Sharma,Not Returned,Debit Card
ORD08793,CUST9605,PROD993,30-05-2049,2024,August,33,Q3,India,Delhi,New Delhi,South,India,Books,Books Sub,Analytics Book,4687,517.96,2,0.07,350.91,05-06-2049,6,Sanjay Mukesh Jadhav,Male,39,Home Office,Second Class,High,Rohan Mehta,Not Returned,COD
ORD08794,CUST8612,PROD611,31-05-2049,2024,October,41,Q4,India,Gujarat,Ahmedabad,West,India,Office Supplies,Office Supplies Sub,Pen Set,3594,640.52,4,0.16,160.22,02-06-2049,2,Sanjay Naik,Male,46,Home Office,Standard Class,Low,Sandeep Yadav,Returned,COD
ORD08795,CUST7532,PROD360,01-06-2049,2025,March,12,Q1,India,Karnataka,Bengaluru,East,India,Office Supplies,Office Supplies Sub,Pen Set,4806,919.92,4,0.03,294.58,08-06-2049,7,Sanjay Nandini Tripathi,Male,51,Consumer,First Class,High,Sandeep Yadav,Returned,Debit Card
ORD08796,CUST7492,PROD312,02-06-2049,2025,November,45,Q4,India,Delhi,New Delhi,South,India,Books,Books Sub,Analytics Book,6652,649.86,8,0.06,228.1,04-06-2049,2,Sanjay Nath Desai,Female,47,Corporate,Same Day,High,Anjali Gupta,Not Returned,Credit Card
ORD08797,CUST4471,PROD673,03-06-2049,2025,June,23,Q2,India,Rajasthan,Jaipur,North,India,Furniture,Furniture Sub,Smart Phones,6685,1334.4,2,0.19,294.5,09-06-2049,6,Sanjay Nath Dixit,Male,42,Corporate,Standard Class,Low,Anjali Gupta,Not Returned,UPI
ORD08798,CUST7068,PROD662,04-06-2049,2024,September,36,Q3,India,Maharashtra,Pune,East,India,Furniture,Furniture Sub,Leptop,6783,1279.15,7,0.05,498.9,10-06-2049,6,Sanjay Nath Dubey,Male,40,Consumer,Standard Class,Critical,Anjali Gupta,Not Returned,COD
ORD08799,CUST6208,PROD893,05-06-2049,2024,April,14,Q2,India,Rajasthan,Jaipur,South,India,Furniture,Furniture Sub,Leptop,6573,1263.9,3,0.16,373.13,07-06-2049,2,Sanjay Nath Jain,Male,59,Consumer,First Class,Critical,Sandeep Yadav,Not Returned,Debit Card
ORD08800,CUST4834,PROD401,06-06-2049,2024,September,38,Q3,India,West Bengal,Kolkata,West,India,Electronics,Electronics Sub,Speaker,3863,431.44,5,0.03,258.81,08-06-2049,2,Sanjay Nath Mahajan,Female,21,Corporate,First Class,High,Amit Sharma,Not Returned,Debit Card
ORD08801,CUST9096,PROD110,07-06-2049,2025,July,29,Q3,India,Rajasthan,Jaipur,East,India,Technology,Technology Sub,Mouse,4148,912.7,3,0.29,130.63,12-06-2049,5,Sanjay Nath More,Female,37,Consumer,Second Class,Medium,Priya Kapoor,Not Returned,Credit Card
ORD08802,CUST2784,PROD457,08-06-2049,2025,August,34,Q3,India,Uttar Pradesh,Prayagraj,North,India,Toys,Toys Sub,Puzzle Set,4098,357.17,8,0.08,152.65,15-06-2049,7,Sanjay Nath Negi,Male,53,Consumer,Second Class,Critical,Rakesh Singh,Returned,Debit Card
ORD08803,CUST3599,PROD510,09-06-2049,2024,July,27,Q3,India,Maharashtra,Pune,North,India,Sports,Sports Sub,Cricket Bat,5761,661.51,1,0.13,448.28,16-06-2049,7,Sanjay Nath Prajapati,Female,45,Corporate,Second Class,Medium,Amit Sharma,Not Returned,UPI
ORD08804,CUST2826,PROD629,10-06-2049,2025,August,33,Q3,India,Uttar Pradesh,Prayagraj,East,India,Technology,Technology Sub,SSD,6574,1761.99,2,0,507.17,11-06-2049,1,Sanjay Nath Reddy,Male,35,Corporate,Second Class,Low,Sandeep Yadav,Not Returned,UPI
ORD08805,CUST3761,PROD244,11-06-2049,2024,February,5,Q1,India,Uttar Pradesh,Prayagraj,South,India,Technology,Technology Sub,Monitor,3530,870.19,4,0.02,257.56,15-06-2049,4,Sanjay Nath Singh,Male,50,Home Office,Second Class,Low,Vivek Verma,Not Returned,COD
ORD08806,CUST6762,PROD715,12-06-2049,2025,May,19,Q2,India,Karnataka,Bengaluru,South,India,Beauty,Beauty Sub,Face Wash,5164,655.35,1,0.04,389.04,19-06-2049,7,Sanjay Nath Thakur,Male,62,Corporate,Standard Class,Medium,Rakesh Singh,Not Returned,Credit Card
ORD08807,CUST2452,PROD303,13-06-2049,2024,April,17,Q2,India,Gujarat,Ahmedabad,North,India,Furniture,Furniture Sub,Office Chair,5638,1205.86,1,0.08,416.19,20-06-2049,7,Sanjay Negi,Female,38,Consumer,Standard Class,High,Priya Kapoor,Not Returned,Credit Card
ORD08808,CUST6298,PROD579,14-06-2049,2025,December,49,Q4,India,Karnataka,Bengaluru,North,India,Office Supplies,Office Supplies Sub,Printer Paper,5791,924.67,4,0.26,182.96,18-06-2049,4,Sanjay Neha Jadhav,Female,63,Corporate,Standard Class,Critical,Rakesh Singh,Not Returned,COD
ORD08809,CUST9442,PROD188,15-06-2049,2024,September,37,Q3,India,Gujarat,Ahmedabad,West,India,Sports,Sports Sub,Cricket Bat,5089,672.95,4,0.2,268.47,18-06-2049,3,Sanjay Nitesh Bansal,Male,32,Corporate,Same Day,Medium,Pankaj Kumar,Not Returned,UPI
ORD08810,CUST9761,PROD605,16-06-2049,2024,November,46,Q4,India,Gujarat,Ahmedabad,South,India,Books,Books Sub,Analytics Book,4433,357.26,1,0.05,133.26,23-06-2049,7,Sanjay Nitesh Kapoor,Male,27,Home Office,Same Day,Critical,Priya Kapoor,Not Returned,Net Banking
ORD08811,CUST2945,PROD317,17-06-2049,2025,August,32,Q3,India,Karnataka,Bengaluru,East,India,Furniture,Furniture Sub,Office Chair,4767,917.84,2,0.14,336.14,18-06-2049,1,Sanjay Pandey,Male,35,Home Office,Second Class,Low,Anjali Gupta,Not Returned,Credit Card
ORD08812,CUST2642,PROD860,18-06-2049,2024,October,42,Q4,India,Uttar Pradesh,Lucknow,East,India,Furniture,Furniture Sub,Leptop,5261,1054.17,2,0.25,202.02,23-06-2049,5,Sanjay Pankaj Bhardwaj,Male,29,Corporate,First Class,Low,Priya Kapoor,Not Returned,COD
ORD08813,CUST8668,PROD535,19-06-2049,2024,May,21,Q2,India,West Bengal,Kolkata,North,India,Technology,Technology Sub,SSD,6055,1524.25,6,0.23,254.97,22-06-2049,3,Sanjay Pankaj Kale,Male,37,Home Office,Same Day,Critical,Vivek Verma,Not Returned,Credit Card
ORD08814,CUST5846,PROD907,20-06-2049,2025,February,8,Q1,India,Uttar Pradesh,Chennai,North,India,Fashion,Fashion Sub,T-Shirt,6794,818.36,2,0.27,328.22,27-06-2049,7,Sanjay Parmar,Female,64,Consumer,Standard Class,Medium,Anjali Gupta,Not Returned,Credit Card
ORD08815,CUST7677,PROD459,21-06-2049,2025,November,45,Q4,India,Gujarat,Ahmedabad,West,India,Fashion,Fashion Sub,Shoes,3875,345.11,3,0.3,219.28,24-06-2049,3,Sanjay Patel,Female,47,Consumer,Standard Class,High,Anjali Gupta,Not Returned,Credit Card
ORD08816,CUST2118,PROD830,22-06-2049,2025,February,8,Q1,India,Uttar Pradesh,Varanasi,North,India,Sports,Sports Sub,Cricket Bat,4668,603.01,3,0.21,238.61,27-06-2049,5,Sanjay Patil,Female,63,Corporate,First Class,Low,Rakesh Singh,Not Returned,Debit Card
ORD08817,CUST5761,PROD539,23-06-2049,2024,August,32,Q3,India,Uttar Pradesh,Chennai,West,India,Electronics,Electronics Sub,Speaker,6610,865.72,4,0.28,474.52,30-06-2049,7,Sanjay Payal Mehta,Female,32,Consumer,First Class,Low,Rohan Mehta,Not Returned,Credit Card
ORD08818,CUST4346,PROD504,24-06-2049,2025,April,14,Q2,India,Rajasthan,Jaipur,North,India,Technology,Technology Sub,SSD,6201,1463.61,4,0.27,342.28,28-06-2049,4,Sanjay Payal Patil,Male,60,Corporate,First Class,Critical,Sandeep Yadav,Not Returned,Net Banking
ORD08819,CUST2328,PROD293,25-06-2049,2025,May,18,Q2,India,Gujarat,Ahmedabad,South,India,Groceries,Groceries Sub,Dry Fruits,6831,928.51,1,0.23,214.45,27-06-2049,2,Sanjay Payal Rawat,Female,28,Consumer,Same Day,Critical,Rakesh Singh,Not Returned,Credit Card
ORD08820,CUST6321,PROD778,26-06-2049,2025,April,16,Q2,India,Rajasthan,Jaipur,North,India,Technology,Technology Sub,SSD,4316,1101.9,3,0.11,184.59,30-06-2049,4,Sanjay Payal Shinde,Male,31,Consumer,Second Class,Low,Sandeep Yadav,Not Returned,Net Banking
ORD08821,CUST3705,PROD819,27-06-2049,2025,May,22,Q2,India,Rajasthan,Jaipur,East,India,Technology,Technology Sub,SSD,3743,1014.46,6,0,151.42,30-06-2049,3,Sanjay Payal Singh,Female,49,Home Office,First Class,Medium,Pankaj Kumar,Not Returned,Debit Card
ORD08822,CUST6649,PROD459,28-06-2049,2025,April,16,Q2,India,Gujarat,Ahmedabad,South,India,Office Supplies,Office Supplies Sub,Notebook,6468,1003.06,7,0.19,277.17,29-06-2049,1,Sanjay Pooja Dixit,Male,50,Consumer,Same Day,High,Amit Sharma,Not Returned,UPI
ORD08823,CUST5774,PROD437,29-06-2049,2025,April,17,Q2,India,Rajasthan,Jaipur,West,India,Electronics,Electronics Sub,Headphones,6163,694.13,5,0.02,269.69,04-07-2049,5,Sanjay Prajapati,Male,29,Consumer,Standard Class,High,Sandeep Yadav,Not Returned,COD
ORD08824,CUST3490,PROD676,30-06-2049,2024,August,34,Q3,India,Uttar Pradesh,Chennai,West,India,Furniture,Furniture Sub,Smart Phones,4709,1010.06,6,0.29,299.77,06-07-2049,6,Sanjay Pranav Kale,Female,64,Consumer,First Class,High,Pankaj Kumar,Not Returned,Net Banking
ORD08825,CUST1790,PROD744,01-07-2049,2025,November,48,Q4,India,Karnataka,Bengaluru,South,India,Office Supplies,Office Supplies Sub,Pen Set,3694,591.45,5,0.19,164.87,06-07-2049,5,Sanjay Pranav Reddy,Female,30,Corporate,Same Day,Medium,Rakesh Singh,Not Returned,Credit Card
ORD08826,CUST3853,PROD836,02-07-2049,2024,September,38,Q3,India,West Bengal,Kolkata,South,India,Fashion,Fashion Sub,T-Shirt,3597,387.96,3,0.01,125.72,05-07-2049,3,Sanjay Prasad More,Female,61,Home Office,First Class,High,Amit Sharma,Not Returned,Credit Card
ORD08827,CUST8629,PROD704,03-07-2049,2024,May,20,Q2,India,West Bengal,Kolkata,North,India,Furniture,Furniture Sub,Smart Phones,5126,996.7,1,0.21,367.63,04-07-2049,1,Sanjay Prasad Naik,Female,55,Corporate,First Class,Low,Amit Sharma,Not Returned,UPI
ORD08828,CUST7612,PROD899,04-07-2049,2025,February,6,Q1,India,West Bengal,Kolkata,North,India,Toys,Toys Sub,Puzzle Set,3618,440.38,7,0.25,242.03,08-07-2049,4,Sanjay Prasad Patil,Male,57,Corporate,First Class,Critical,Priya Kapoor,Not Returned,Debit Card
ORD08829,CUST1500,PROD718,05-07-2049,2024,July,27,Q3,India,Gujarat,Ahmedabad,West,India,Technology,Technology Sub,Monitor,4531,1064.36,3,0.08,346.48,09-07-2049,4,Sanjay Prasad Rajput,Female,51,Consumer,Second Class,Critical,Priya Kapoor,Not Returned,Credit Card
ORD08830,CUST6855,PROD299,06-07-2049,2024,October,42,Q4,India,Karnataka,Bengaluru,East,India,Furniture,Furniture Sub,Leptop,6561,1343.95,7,0.13,497.14,11-07-2049,5,Sanjay Prasad Shinde,Female,46,Consumer,Second Class,Medium,Rakesh Singh,Not Returned,Net Banking
ORD08831,CUST8375,PROD746,07-07-2049,2024,February,6,Q1,India,Delhi,New Delhi,East,India,Sports,Sports Sub,Cricket Bat,3652,447.79,4,0.22,112.1,13-07-2049,6,Sanjay Prasad Yadav,Male,39,Corporate,Same Day,High,Amit Sharma,Not Returned,Credit Card
ORD08832,CUST6392,PROD368,08-07-2049,2024,March,11,Q1,India,Gujarat,Ahmedabad,East,India,Beauty,Beauty Sub,Face Wash,5160,596.38,7,0.13,245.82,15-07-2049,7,Sanjay Pratap Jain,Female,48,Consumer,Second Class,Low,Priya Kapoor,Not Returned,Debit Card
ORD08833,CUST6540,PROD811,09-07-2049,2024,July,28,Q3,India,Karnataka,Bengaluru,South,India,Furniture,Furniture Sub,Office Chair,4534,949.2,3,0.28,352.71,13-07-2049,4,Sanjay Pratap Malhotra,Female,37,Consumer,First Class,Low,Rohan Mehta,Not Returned,Debit Card
